source_id,title,publisher,url,checked_on,validity,fare_regime,source_kind,operator_keys,agency_names,countries,access,verification,reuse,usable_for,limitations,next_step,audit_files
DACH_VMS,VMS fare overview and current tariff documents,Verkehrsverbund Mittelsachsen,https://www.vms.de/tarif-und-tickets/tickets/alle-tickets/,2026-09-09,Fare change from 01.04.2026.,published_tariff,html_price_table,VMS|Transdev|DB,DB Fernverkehr AG|DB Regio AG Bayern|DB Regio AG NRW|DB AG|SÜWEX|DB Fernverkehr (Codesharing)|DB Regio AG Südost|DB Regio Mitte|DB Regio AG Nordost|DB ZugBus Regionalverkehr Alb-Bodensee GmbH|DB Regio AG Baden-Württemberg|DB Regio AG Mitte Region Südwest|DB Regio AG Nord|Mitteldeutsche Regiobahn|DB Regio Stuttgart GmbH|Deutsche Bahn AG|rab|MittelSachsen|NordWestBahn|Bayerische Regiobahn|DB Regio AG|DB SEV GmbH|DB RegioNetz Verkehrs GmbH Südostbayernbahn|DB RegioNetz Verkehrs GmbH Kurhessenbahn|Busverkehr-Rhein-Neckar|S-Bahn Hannover,DE,Public webpage/PDF; no login observed.,Official page gives monetary products by zone count; current schema/map at https://www.vms.de/wp-content/uploads/2026/03/schematischer-Tarifzonenplan_04_2026_web.pdf,Publicly readable; no explicit open-data reuse licence verified. Preserve source/version and review reuse terms before redistribution.,VMS local tariff for matching bus/rail journeys.,MittelSachsen agency includes CZ; cross-border fare not automatically VMS domestic.,Acquire price and zone files; inspect transition products and route IDs.,dach.json
DACH_VRN,VRN July 2026 price table and zone-map catalogue,Verkehrsverbund Rhein-Neckar GmbH,https://www.vrn.de/mam/tickets/tarif/dokumente/2026/vrn_fahrpreistabelle_7_2026.pdf,2026-09-09,Tariff 07/2026; Wabenplan edition 1/2026.,published_tariff,pdf_price_table,VRN|DB|RATH,DB Fernverkehr AG|DB Regio AG Bayern|DB Regio AG NRW|DB AG|SÜWEX|DB Fernverkehr (Codesharing)|DB Regio AG Südost|DB Regio Mitte|DB Regio AG Nordost|DB ZugBus Regionalverkehr Alb-Bodensee GmbH|DB Regio AG Baden-Württemberg|DB Regio AG Mitte Region Südwest|DB Regio AG Nord|DB Regio Stuttgart GmbH|Deutsche Bahn AG|rab|DB Regio AG|DB SEV GmbH|DB RegioNetz Verkehrs GmbH Südostbayernbahn|DB RegioNetz Verkehrs GmbH Kurhessenbahn|Busverkehr-Rhein-Neckar|VIAS GmbH|Verkehrsverbund Rhein-Neckar,DE,Public webpage/PDF; no login observed.,Opened current four-page monetary table via official downloads catalogue https://www.vrn.de/service/downloads/tarif/ .,Publicly readable; no explicit open-data reuse licence verified. Preserve source/version and review reuse terms before redistribution.,"Bus/rail zone tariffs, scoped local products and official e-fare products.",Requires route/stop-to-Wabe mapping and transition rules.,"Acquire table, tariff guide and Wabenplan; distinguish ordinary buses from rail replacement.",dach.json
DACH_VRR,VRR 2026 price table,Verkehrsverbund Rhein-Ruhr,https://www.vrr.de/fileadmin/user_upload/pdf/service/downloads/Weitere_Broschueren_und_Tarifinformationen/VRR_Preise_2026.pdf,2026-09-09,Money from 01.01.2026; zone structure changed 01.06.2026.,published_tariff,pdf_price_table,NIAG|DB|National Express Rail|Eurobahn|Transdev|RATH,DB Fernverkehr AG|DB Regio AG Bayern|DB Regio AG NRW|DB AG|SÜWEX|DB Fernverkehr (Codesharing)|DB Regio AG Südost|DB Regio Mitte|National Express|DB Regio AG Nordost|DB ZugBus Regionalverkehr Alb-Bodensee GmbH|DB Regio AG Baden-Württemberg|DB Regio AG Mitte Region Südwest|DB Regio AG Nord|Eurobahn|Mitteldeutsche Regiobahn|DB Regio Stuttgart GmbH|Deutsche Bahn AG|rab|NordWestBahn|Bayerische Regiobahn|DB Regio AG|DB SEV GmbH|DB RegioNetz Verkehrs GmbH Südostbayernbahn|DB RegioNetz Verkehrs GmbH Kurhessenbahn|NIAG|Busverkehr-Rhein-Neckar|VIAS GmbH|S-Bahn Hannover,DE,Public webpage/PDF; no login observed.,Official indexed PDF contains monetary A/B/C ticket table. VRR reform page documents June zone changes.,Publicly readable; no explicit open-data reuse licence verified. Preserve source/version and review reuse terms before redistribution.,Current local tariff price-stage lookup where route scope matches.,NIAG cross-border services need individual scope/extension check; old two-zone layout cannot be assumed.,Acquire current zone map from https://www.vrr.de/tickets-tarife/die-grosse-tarifreform-im-vrr/ and join to stops.,dach.json
DACH_VVO,VVO current fare table,Verkehrsverbund Oberelbe,https://www.vvo-online.de/doc/VVO-Kleingedrucktes-Anlage-7-Preistabelle-Stand-01-04-2026.pdf,2026-09-09,01.04.2026.,published_tariff,pdf_price_table,VVO|DB|NETINERA,DB Fernverkehr AG|DB Regio AG Bayern|DB Regio AG NRW|DB AG|SÜWEX|DB Fernverkehr (Codesharing)|DB Regio AG Südost|DB Regio Mitte|DB Regio AG Nordost|DB ZugBus Regionalverkehr Alb-Bodensee GmbH|DB Regio AG Baden-Württemberg|DB Regio AG Mitte Region Südwest|DB Regio AG Nord|DB Regio Stuttgart GmbH|Deutsche Bahn AG|vlexx|rab|DB Regio AG|DB SEV GmbH|DB RegioNetz Verkehrs GmbH Südostbayernbahn|DB RegioNetz Verkehrs GmbH Kurhessenbahn|trilex-express - Die Länderbahn GmbH DLB|trilex  - Die Länderbahn GmbH DLB|erixx|Busverkehr-Rhein-Neckar|Ostdeutsche Eisenbahn GmbH|Verkehrsverbund Oberelbe,DE,Public webpage/PDF; no login observed.,Official current table indexed; tariff-zone map https://www.vvo-online.de/doc/VVO-Tarifzonen-Grenzhaltestellen-Grenzraum.pdf has same date.,Publicly readable; no explicit open-data reuse licence verified. Preserve source/version and review reuse terms before redistribution.,VVO zonal bus/rail pricing.,Cross-border and boundary-zone products need explicit applicability.,"Acquire price/map/rule PDFs; resolve agency routes, stop zones and Czech extensions.",dach.json
DACH_WESTFALEN,WestfalenTarif ticket prices and tariff structure,WestfalenTarif GmbH,https://www.westfalentarif.de/tickets-abonnements/ticketpreise,2026-09-09,Price table valid 01.01.2026; compact rules 01.06.2026.,published_tariff,pdf_price_table,Eurobahn|WestfalenBahn|go.on|DB|Transdev|National Express Rail,DB Fernverkehr AG|DB Regio AG Bayern|DB Regio AG NRW|DB AG|SÜWEX|DB Fernverkehr (Codesharing)|DB Regio AG Südost|DB Regio Mitte|National Express|DB Regio AG Nordost|DB ZugBus Regionalverkehr Alb-Bodensee GmbH|DB Regio AG Baden-Württemberg|DB Regio AG Mitte Region Südwest|DB Regio AG Nord|Eurobahn|Mitteldeutsche Regiobahn|DB Regio Stuttgart GmbH|Deutsche Bahn AG|rab|NordWestBahn|Bayerische Regiobahn|DB Regio AG|DB SEV GmbH|DB RegioNetz Verkehrs GmbH Südostbayernbahn|DB RegioNetz Verkehrs GmbH Kurhessenbahn|WestfalenBahn|go.on Gesellschaft für Bus- und Schienenverkehr mbH|Busverkehr-Rhein-Neckar|S-Bahn Hannover,DE,Public webpage/PDF; no login observed.,Official price page links fare table and explains route-dependent start/destination pricing; current rule PDF indexed.,Publicly readable; no explicit open-data reuse licence verified. Preserve source/version and review reuse terms before redistribution.,Westfalen local/regional prices where route scope matches.,Price table needs regional/OD price-stage assignment. Announced April 2027 reform is not current September 2026 rules.,Acquire table and tariff matrices; freeze travel-date edition before zone mapping.,dach.json
DACH_ZVON,ZVON August 2026 tariff amendment with price attachment,ZVON / Zweckverband Verkehrsverbund Ostsachsen,https://www.zvon.de/de/details/zvon-tarif-wird-angepasst,2026-09-09,Effective 01.08.2026; announcement 22.07.2026.,published_tariff,pdf_price_table,ZVON|NETINERA|DB,DB Fernverkehr AG|DB Regio AG Bayern|DB Regio AG NRW|DB AG|SÜWEX|DB Fernverkehr (Codesharing)|DB Regio AG Südost|DB Regio Mitte|DB Regio AG Nordost|DB ZugBus Regionalverkehr Alb-Bodensee GmbH|DB Regio AG Baden-Württemberg|DB Regio AG Mitte Region Südwest|DB Regio AG Nord|DB Regio Stuttgart GmbH|Deutsche Bahn AG|vlexx|rab|DB Regio AG|DB SEV GmbH|DB RegioNetz Verkehrs GmbH Südostbayernbahn|DB RegioNetz Verkehrs GmbH Kurhessenbahn|trilex-express - Die Länderbahn GmbH DLB|trilex  - Die Länderbahn GmbH DLB|erixx|Busverkehr-Rhein-Neckar|Ostdeutsche Eisenbahn GmbH|ZVON Oberlausitz-Niederschlesien,DE,Public indexed page; download not verified.,Official search result exposes current price amendment and Anlage Preise (440.5 KiB); page open failed.,Publicly readable; no explicit open-data reuse licence verified. Preserve source/version and review reuse terms before redistribution.,"Acquisition lead for current ZVON prices, avoiding superseded 2025/26 brochure.",Price attachment not acquired; through Czech/Polish products unresolved.,Retrieve current price attachment and tariff/zone rules; validate travel-date and international scope.,dach.json
EAST_BDZ_PRICES_CURRENT,BDZ passenger ticket-price tables in EUR,BDZ Passenger Services,https://p.bdz.bg/www/t/a/tarifno-izvestie-samo-eur-ok-5296.pdf,2026-09-09,Linked as current on 2026-09-09; effective date not found in PDF text.,published_tariff,pdf_price_table,BDZ,Bulgarian State Railways,BG,Public 22-page PDF opened.,"Table 2 contains monetary distance bands by train category/class; other tables cover zones, return products and extras.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Published ordinary domestic fares, subject to rules and service/calendar selection.","Price version date still needs confirmation. Official tariff distances, calendar-train list and reservation charges are separate. These are passenger prices, unlike freight PDFs prominent in search.",Acquire alongside rules and current calendar-train attachment from https://www.bdz.bg/bg/a/tarifa-za-prevoz-na-ptnitsi-i-rchen-bagazh-po-zhelezoptniya-transport-vv-vtreshno-sobshchenie; parse route distances.,east.json
EAST_BDZ_RULES_2026,BDZ domestic passenger tariff rules,BDZ Passenger Services,https://p.bdz.bg/www/t/a/tarifa-s-kor-km-04052026-4916.pdf,2026-09-09,Cover dated 2025; filename identifies corrections to 2026-05-04; current landing link verified.,mixed,tariff_rules,BDZ,Bulgarian State Railways,BG,Public 41-page PDF opened.,"Rules reference separate monetary tables; articles 14 onward distinguish actual tariff distance, train category and special products.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Determining correct table, distance, zone, reservation and calendar application.",Rules alone do not calculate money. Preserve price-table version independently.,Join EAST_BDZ_PRICES_CURRENT with tariff distances and service calendar; keep special route and return products as ticket objects.,east.json
EAST_CD_DOMESTIC_2025,"ČD domestic tariff, amendment 4, including kilometre fare table",České dráhy,https://www.cd.cz/assets/info/cim-se-ridime/tarif-cd_zmena-3.pdf,2026-09-09,PDF amendment 4 effective 2025-12-14; filename still says amendment 3.,mixed,pdf_price_table,ČD,Ceske Drahy,CZ,Public 137-page PDF opened.,"Kilometre price tables start at PDF page 106; article 5.1 specifies distance from current infrastructure-manager timetable, with tariff exceptions.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Exact domestic Flexi basic fares, class and stated discount products.","Quota-based, tied, global and discounted Flexi products do not generally follow this kilometre table. International fares use TPPM.","Parse the price table plus articles 5.6–5.9; build tariff kilometres from the current official line timetable, not geographic or GTFS-shape distance.",east.json
EAST_CD_INTERNATIONAL_2025,ČD TPPM — actual NRT Czech-portion price table and bilateral products,České dráhy,https://www.cd.cz/assets/info/cim-se-ridime/tppm_1.pdf,2026-09-09,Amendment 4 effective 2025-12-14.,mixed,pdf_price_table,ČD,Ceske Drahy,CZ|SK|AT|DE|PL|HU|RO|BG,Public 153-page PDF opened.,"Chapter VI, PDF page 21 contains monetary NRT ČD distance-band prices; bilateral MPS products also have prices.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Published Czech carrier portion and specifically documented international products.,NRT table header explicitly refers to sales outside ČD/ZSSK; ordinary/customer columns and product conditions differ. Not a full European NRT dataset or a live advance-offer quote.,"Parse sales-channel/product conditions together with price tables; obtain other carrier portions, border points, distances and any mandatory reservations.",east.json
EAST_CFR_INTERREGIO_2025,CFR Interregio domestic transport fares by kilometre band,CFR Călători,https://www.cfrcalatori.ro/wp-content/uploads/2025/12/Tarife-de-transport-trenuri-Interregio-14.12.2025-1.pdf,2026-09-09,Effective 2025-12-14; includes 21% VAT.,published_tariff,pdf_price_table,CFR,CFR Călători,RO,Official PDF and current tariff index search-indexed; direct fetch timed out.,Primary indexed table shows kilometre bands and first/second-class RON fares. Landing page describes separate reservation charge.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Published Interregio base fare; companion Regio/Intercity tables are linked from the same index.,"Excludes seat reservation. Rank, class and tariff distance travelled with each train matter; sleeper/couchette and airport/Oravița–Anina exceptions are separate.",Acquire category and reservation PDFs from https://www.cfrcalatori.ro/pretul-integral-al-legitimatiilor-de-calatorie/ and official rail tariff distances; verify current edition on retry.,east.json
EAST_DMD_RETAIL,DMD Group official international-coach booking site,D.M.D. Group,https://dmd-ticket.eu/cz/,2026-09-09,Current retail page; no effective price-table date.,unresolved,retail_booking,D.M.D-GROUP,"D.M.D-GROUP, spol. s r.o.",CZ|AT|SK|HU|UA,Public booking page opened.,"Operator-branded route/date search, classes and currencies verified.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Retail acquisition channel and operator identity lead.,No complete official monetary fare matrix found. 'From' prices do not establish actual CZ model-OD prices; operator/site identity should be reconciled with route licence.,"Match GTFS route and boarding stops to operator licence, then identify route tariff or permitted quote interface.",east.json
EAST_ELRON_2026,"Elron regular single-ticket OD matrices, domestic and Tallinn–Riga",Elron / AS Eesti Liinirongid,https://elron.ee/sites/default/files/2026-05/Elron_hinnakiri_A2_esteng_%C3%BCksikpilet.pdf,2026-09-09,"Single fares effective 2026-01-12, for purchase on the train.",mixed,pdf_price_table,Elron,ELRON,EE|LV,Public one-page PDF opened.,"Actual station/zone fare matrices extracted, with separate express, international Tallinn–Riia and Latvia-domestic sections.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Published on-board normal fares for listed OD/service products, including cross-border sections.",Dense matrix layout requires cell alignment QA. On-board tariff is not the lowest website/app fare; service type and ticket scope change price.,Parse matrices with station/zone crosswalk and visual verification; identify exact ELRON OD and preserve channel/product.,east.json
EAST_HELLENIC_RETAIL,Hellenic Train FAQ — official fare lookup and purchase rules,Hellenic Train,https://www.hellenictrain.gr/en/faq/,2026-09-09,Current page inspected 2026-09-09; no standalone fare-table validity.,unresolved,tariff_rules,Hellenic Train,TRAINOSE SA|Trainose Sa,GR,Public HTML opened.,FAQ directs fares to https://newtickets.hellenictrain.gr/ with route/date/service inputs.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Retail quote provenance and identification of ticket/surcharge rules.,"No current general monetary tariff acquired. Historical 2022 ETR fare PDF is search-indexed but now returns 404. The page called Pricing Policy is freight, not a passenger-fare source.",Resolve the actual model OD and inspect its current passenger fare publication or authorised retail quote; do not extrapolate historical Athens–Thessaloniki prices.,east.json
EAST_HZPP_DISTANCES,HŽPP Tarifa 102 — station tariff distances and calculation instructions,HŽ Putnički prijevoz,https://www.hzpp.hr/api/v1/repository/download/86df1bd5-8651-4cdf-8ca3-d59aba91bf89,2026-09-09,Current index labels 2024-11-22; linked PDF cover says consolidated 2008-05-01. Discrepancy unresolved.,published_tariff,tariff_rules,HŽPP,HZZP|HŽ Putnicki prijevoz,HR,Public 45-page PDF opened.,Contains line/station tariff distances and worked route-distance calculations.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Official distance input for the Tariff 103 calculation, subject to version validation.",No monetary fares. Do not label distances current merely from the landing-page date; historical station changes and amendments need reconciliation.,Resolve landing/PDF version discrepancy through current published amendments; parse station/line table and explicit distance rules.,east.json
EAST_HZPP_PRICE_2025,HŽPP Tarifa 103 — domestic passenger prices,HŽ Putnički prijevoz,https://www.hzpp.hr/api/v1/repository/download/f5a12a93-7b40-4df0-a3b6-7e858c6f9d86,2026-09-09,Effective 2025-03-10; amendment to section 3.2 effective 2025-11-14.,published_tariff,pdf_price_table,HŽPP,HZZP|HŽ Putnicki prijevoz,HR,Public 66-page PDF opened via current official Propisi index.,EUR price tables and reservations/berths are present; page 3 explicitly requires Tariff 102 distances.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Exact domestic regular prices after distance/product resolution.,International HZZP services are not covered by a domestic tariff. Sales-channel adjustment in section 3.2 and reservation/sleeper charges matter.,Parse Tariff 103 with Tariff 101 conditions and verified Tariff 102 distances; validate a domestic example before extending coverage.,east.json
EAST_IRC_CURRENT_PAGE,InterRegional Călători current Tarife page,InterRegional Călători,https://interregional.ro/ro/prices,2026-09-09,Current website; no effective tariff date extracted.,unresolved,tariff_rules,InterRegional Călători,InterRegional Călători,RO,Public application page; extraction returned loading shell.,Official operator and prices route identified; monetary page body not available in text extraction.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Acquisition entry point for a current IRC tariff.,A navigation item labelled Tarife is not evidence of a fully extracted price dataset.,Inspect the rendered public Tarife page and its linked files; verify date and product coverage against EAST_IRC_PUBLISHED_2025.,east.json
EAST_IRC_PUBLISHED_2025,InterRegional Călători Regio/Regio-Express fare table in public institutional contract,InterRegional Călători; hosted by DGASPC Sector 3,https://dgaspc3.ro/wp-content/uploads/AA-nr.2-SC-INTERREGIONAL-CALATORI-2025.pdf,2026-09-09,Embedded tariff indexed as effective 2025-08-01; current applicability unresolved.,published_tariff,pdf_price_table,InterRegional Călători,InterRegional Călători,RO,Public eight-page scanned PDF opened; no text layer.,Search index identifies IRC-branded km-band/full-fare table. PDF container opened; cells not independently OCR-validated.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Concrete historical monetary-tariff lead for IRC, distinct from CFR operator data.",Institutional host is not IRC's current fare index. Do not transfer CFR fares to IRC or assume the 2025 table remains current.,OCR the embedded fare table and reconcile against current operator Tarife page before applying to the model OD.,east.json
EAST_LEO_GLOBAL_RULES,Leo Express Global/s.r.o. commercial tariff rules,Leo Express,https://www.leoexpress.com/assets/c8286d4d-bff3-4363-913b-3483d8372a70/45c47e6e-b309-4bc5-b509-0c4923116a78/1_Tarify_EN_30_05_2024.pdf,2026-09-09,"Effective 2024-05-30; linked by official terms page, latest supersession not established.",dynamic_inventory,tariff_rules,Leo Express,LEO Express|Leo Express,CZ|SK|PL,Public 14-page PDF opened.,Section 2 places basic fare in the reservation system; promotional tickets have limited inventory. Reserved seat forms part of ticket.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Classifying commercial Leo fares and inventory-dependent offers.,The word tariff does not imply a published monetary matrix. Do not reuse the regional Tenders matrix on long-distance commercial trains.,Identify service entity/product for each GTFS row; acquire an authorised quote source for commercial services and current conditions.,east.json
EAST_LEO_TENDERS_MATRIX,Leo Express Tenders basic OD fare matrix,Leo Express Tenders (operator-linked CDN),https://assets-us-01.kc-usercontent.com/c8286d4d-bff3-4363-913b-3483d8372a70/a0c119b9-dbe0-4108-ad3c-6fdb56e90f01/TD_POP_a_MOP_LET_tab_V_15_12_24_Cenik_LET_static.pdf,2026-09-09,Effective 2024-12-15; still linked by current Orlicko regional page.,published_tariff,pdf_price_table,Leo Express,LEO Express|Leo Express,CZ|PL,Public one-page PDF opened from operator Pricelist link.,Actual Czech/Polish station-to-station monetary matrix extracted.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Direct published OD fares for the LET Orlicko network and listed Polish extensions.,Regional contract service only; IREDO/IDSOK/OneTicket/PID/KD overlap and channel restrictions apply. Does not establish coverage of the four model ODs.,Parse matrix and currency/colour footnotes; map GTFS routes to LET entity and compare relevant integrated-tariff products via https://www.leoexpress.com/en/where-we-go/region/provoz-orlicko.,east.json
EAST_LKA_PLUS_2026,ŁKA Taryfa Województwa Łódzkiego PLUS monetary tables and eligible sections,Łódzka Kolej Aglomeracyjna,https://lka.lodzkie.pl/_data/OFERTY/2026/za%C5%82%C4%85cznik%20do%20oferty%20-%20Taryfa%20Wojew%C3%B3dztwa%20%C5%81%C3%B3dzkiego%20PLUS%20od%2014.06.2026.pdf,2026-09-09,Effective 2026-06-14; listed section assignments include end dates 2026-12-31.,published_tariff,pdf_price_table,ŁKA,Łódzka Kolej Aglomeracyjna,PL,Public four-page PDF opened.,Single-journey and season-ticket tables plus section-to-PLUS assignments extracted.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Published fare lookup for eligible ŁKA PLUS sections.,"PLUS level is a product/section attribute, not simply kilometres. This is not the complete ŁKA baseline; Sprinter reservations and other regional offers need rules.",Acquire linked conditions and baseline ŁKA-TP from https://lka.lodzkie.pl/taryfy-regulaminy/; obtain official tariff distances and identify the one model OD.,east.json
EAST_LTG_INTERNATIONAL_RULES,LTG Link international rules and referenced fare Appendix 1,LTG Link,https://ltglink.lt/tarptautinio-vezimo-salygos-ir-taisykles,2026-09-09,Current indexed rules; effective version not extracted.,mixed,tariff_rules,LTG Link,LTG Link,LT|LV|EE|PL,"Public; search index exposes detailed rules, direct text extraction returned application shell.",Vilnius–Riga section states travel plus seat reservation are included and prices are in Appendix 1.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"Route, reservation, discount, channel and through-ticket scope.",Appendix amounts not acquired. Do not add pass-holder reservation fees again to a fare already including a seat.,Acquire rendered Appendix 1 and record its revision; separate Riga/Valga/Tallinn/Poland products and actual carrier responsibilities.,east.json
EAST_LTG_RIGA_PRICES,LTG Link Vilnius–Riga page with embedded published fare graphic,LTG Link,https://ltglink.lt/vilnius-ryga,2026-09-09,Current page; image path dated 2024/12 but effective date not extracted.,mixed,html_price_table,LTG Link,LTG Link,LT|LV,Public HTML opened; fare section links an image.,Bilietų kainos section and graphic URL verified; individual cells not read: https://ltglinklivev1.blob.core.windows.net/cms/media/2024/12/ryga-kainynas-2412-lt-1.jpg.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Concrete published price-graphic lead for the LT–LV route; pass reservation and other fees are textual.,Numeric graphic extraction and date validation remain. Page also acknowledges dynamic fares; a standard graphic does not give available advance inventory.,"Acquire/OCR the linked graphic and Appendix 1, reconcile current route/date/class conditions; retain inventory quotes separately.",east.json
EAST_MAV_DOMESTIC_2026,"MÁV Helyközi Menetdíjtáblázat, domestic rail/bus/HÉV",MÁV Személyszállítási Zrt.,https://www.mavcsoport.hu/sites/default/files/upload/page/helykozi_menetdijtablazat_2._kiadas_ervenyes_2026_06.12-tol.pdf,2026-09-09,"2026 second edition, effective 2026-06-12.",published_tariff,pdf_price_table,MÁV,MÁV|MÁV Személyszállítási Zrt. - Helyközi busz,HU,Public 39-page PDF opened.,"Page 2 explicitly applies the distance table to rail, bus and HÉV. Page 4 separately lists rail and bus reservation supplements.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Published HUF distance-band fares for both assigned MÁV modes; pass and supplement tables.,"Requires official rail/bus tariff distance and service-specific reservation status. HÉV limit, seasonal supplements, advance reservation fees and territorial passes must be distinguished.",Pair with Helyközi Díjszabás from https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/szemelyszallitasi-uzletszabalyzat and official route distances; implement rail and coach products separately.,east.json
EAST_MUSIL_HTML_PRICES,MUSIL TOUR / East Express Ceník ČR — stop-to-stop CZK fares,MUSIL TOUR,https://www.east-express.cz/cenycr,2026-09-09,No effective date displayed in extracted table; date validation pending.,published_tariff,html_price_table,MUSIL TOUR,MUSIL TOUR spol. s.r.o.,CZ|PL|UA,Public HTML price tables opened.,"Full numeric route/boarding-stop/destination tables, including domestic Czech relations, observed.",Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Direct published coach OD lookup where route and stop pair match.,Different route sections repeat some OD pairs with different prices. Search snapshot and opened page differ; snapshot the actual acquired version. No general per-km inference.,"Parse by service route and exact stop IDs, acquire reverse-direction table if needed, and verify effective date/current retail consistency.",east.json
EAST_PKP_DOMESTIC_CANDIDATE,PKP Intercity Cennik usług przewozowych — domestic base-fare publication candidate,PKP Intercity,https://www.intercity.pl/pl/dokumenty/Przepisy%20i%20taryfy/Cennik_uslug_przewozowch_PKP_Intercity_od_01.09.25.pdf,2026-09-09,Filename indicates 2025-09-01; current validity and revisions not verified.,mixed,pdf_price_table,PKP,PKP Intercity,PL,Official URL returned HTTP 403.,URL discovered as a published cennik reference; direct body unavailable. Not an acquired/current price table.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Locating the domestic base-fare and supplement publication.,Do not treat a base fare as availability of a discounted offer; international NRT/IRT and rail-replacement bus treatment require separate rules.,"Acquire the current consolidated cennik from the operator's tariff landing page, record version, then pair prices with official tariff distances and category.",east.json
EAST_PL_SCIC_NRT_2025,"SCIC-NRT 2025–2026, Polish edition prepared by PKP Intercity",PKP Intercity / UIC; hosted by POLREGIO,https://polregio.pl/media/28130/scic-nrt-od-14122025-r.pdf,2026-09-09,Effective 2025-12-14.,published_tariff,tariff_rules,PKP|Polregio|ČD|ZSSK|MÁV|CFR|BDZ,"PKP Intercity|PolRegio|Ceske Drahy|Železničná spoločnosť Slovensko, a.s.|MÁV|CFR Călători|Bulgarian State Railways",PL|CZ|SK|HU|RO|BG,Public PDF; 68 pages opened.,Pages 27–28 explicitly discuss NRT price-table access and fare calculation.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,"International ticket-product classification, carrier-component calculation and sales-channel discounts.",Rules are not the monetary NRT database. Document says tables can be inspected at international ticket counters. Published NRT prices are distinct from domestic prices; reservations and IRT exclusions matter.,"Obtain monetary tables, tariff-point/route records and current carrier-specific conditions; use published Czech portion only within its stated sales-channel scope.",east.json
EAST_POLREGIO_MALOPOLSKA_2026,Taryfa Małopolska: one-way distance-band price table,POLREGIO,https://polregio.pl/media/29142/taryfa-ma%C5%82opolska-za%C5%82-1.pdf,2026-09-09,Effective 2026-07-01.,published_tariff,pdf_price_table,Polregio,PolRegio,PL,Public one-page PDF opened.,Normal and statutory-discount prices and geographic boundary stations extracted.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Exact published one-way fares within the table's defined Małopolska area.,"Not a Poland-wide tariff. Kraków Airport, returns and channel promotions have separate appendices. Official route tariff kilometres still required.",Acquire all applicable appendices from https://polregio.pl/pl/oferty-i-promocje/oferty-regionalne/taryfa-malopolska/ and map each actual itinerary to the tariff area.,east.json
EAST_POLREGIO_TPR_2026,POLREGIO current TPR and regulation download index,POLREGIO,https://polregio.pl/pl/dla-podroznych/pomoc/przepisy-taryfy-ulgi/,2026-09-09,"Current TPR effective 2026-09-01, uploaded 2026-08-26.",published_tariff,tariff_rules,Polregio,PolRegio,PL,"Public index opened. Linked 41,664,690-byte PDF exceeded web extraction limit.",Current and archived editions identified; large TPR body not parsed.,Public availability checked separately from reuse: no explicit open licence identified in the inspected material.,Acquiring the current general domestic tariff and replacement-bus rules.,No assertion that the extracted index itself supplies monetary prices. Regional fare overrides can supersede the general tariff.,"Download https://polregio.pl/media/29637/tekst-jednolity-tpr-zm-nr-24-ca%C5%82o%C5%9B%C4%87-od-01092026.pdf using normal acquisition, locate monetary appendices and WOT distance inputs, then audit applicable regional tariff.",east.json
EAST_REGABUS_RETAIL,REGABUS official booking site,REGABUS s.r.o.,https://www.regabus.cz/,2026-09-09,Current retail website; no published fare-table date.,unresolved,retail_booking,REGABUS,REGABUS s.r.o.,CZ|UA,Public page opened; no account required to view search form.,"Operator identity, destination/date booking form and ancillary-charge text verified.",Footer states all rights reserved; no open data licence identified.,Identifying official retail acquisition channel.,Destination 'from' prices and luggage charges are not a calculable OD passenger tariff. Exact model route unresolved.,Map route/stops and inspect current public route-specific tariff or permitted quote interface; do not substitute another Czech coach tariff.,east.json
